Specimen Number,Species ID,Group,Family,Scientific Name,Common Name,Country,State,County,Locality,Latitude,Longitude,Source,Accuracy,Drainage Name,HUC 8 Number,Year,Month,Day,Status,Comments,record_type,disposal,Museum_Cat_No,fresh_marine_intro,Reference 1,Type 1,Date 1,Author 1,Title 1,Publisher 1,Location 1,Reference 2,Type 2,Date 2,Author 2,Title 2,Publisher 2,Location 2,Reference 3,Type 3,Date 3,Author 3,Title 3,Publisher 3,Location 3,Reference 4,Type 4,Date 4,Author 4,Title 4,Publisher 4,Location 4,Reference 5,Type 5,Date 5,Author 5,Title 5,Publisher 5,Location 5,Reference 6,Type 6,Date 6,Author 6,Title 6,Publisher 6,Location 6
935272,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,GA,Decatur,"Lake Seminole, Georgia, Vicinity of Wingate's Lodge",30.77518,-84.73636,reported,Accurate,Lower Flint,3130008,2009,6,11,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935273,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,GA,Decatur,"Lake Seminole, Georgia, Vicinity of Wingate's Lodge",30.7752,-84.73278,reported,Accurate,Lower Flint,3130008,2009,6,11,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935274,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,GA,Decatur,"Lake Seminole, Georgia, Vicinity of Wingate's Lodge",30.77534,-84.72967,reported,Accurate,Lower Flint,3130008,2009,6,11,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935275,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,GA,Decatur,"Lake Seminole, Georgia, Vicinity of Wingate's Lodge",30.77542,-84.73547,reported,Accurate,Lower Flint,3130008,2009,6,11,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935264,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,GA,Decatur,"Lake Seminole, Georgia, Vicinity of Wingate's Lodge",30.77389,-84.73719,reported,Accurate,Lower Flint,3130008,2009,6,11,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935265,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,GA,Decatur,"Lake Seminole, Georgia, Vicinity of Wingate's Lodge",30.77456,-84.73234,reported,Accurate,Lower Flint,3130008,2009,6,11,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935266,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,GA,Decatur,"Lake Seminole, Georgia, Vicinity of Wingate's Lodge",30.77467,-84.73264,reported,Accurate,Lower Flint,3130008,2009,6,11,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935267,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,GA,Decatur,"Lake Seminole, Georgia, Vicinity of Wingate's Lodge",30.7747,-84.73211,reported,Accurate,Lower Flint,3130008,2009,6,11,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935268,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,GA,Decatur,"Lake Seminole, Georgia, Vicinity of Wingate's Lodge",30.77478,-84.733,reported,Accurate,Lower Flint,3130008,2009,6,11,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935269,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,GA,Decatur,"Lake Seminole, Georgia, Vicinity of Wingate's Lodge",30.77481,-84.73691,reported,Accurate,Lower Flint,3130008,2009,6,11,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643600,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,GA,Dougherty,drainage ponds connected by ditches in a residential neighborhood,31.59168,-84.21487,reported,Accurate,Lower Flint,3130008,2011,9,7,established,Observed egg masses and shells in 3 ponds and ditches.,Personal communication,,,Freshwater,26874,Thesis or Dissertation,2014,"Robertson, S.M.",Potential threats of the exotic apple snail <em>Pomacea insularum </em>to aquatic ecosystems in Georgia and Florida.,University of Georgia,"Athens, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643602,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,GA,Glynn,three ponds and two water hazard ditches on the Sea Island Retreat golf course on St. Simons Island,31.15457,-81.40305,reported,Accurate,Cumberland-St. Simons,3070203,2011,6,27,established,,Personal communication,,,Freshwater,26874,Thesis or Dissertation,2014,"Robertson, S.M.",Potential threats of the exotic apple snail <em>Pomacea insularum </em>to aquatic ecosystems in Georgia and Florida.,University of Georgia,"Athens, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252726,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,GA,Glynn,a pond on a golf course,31.140689,-81.402254,Map derived,Accurate,Cumberland-St. Simons,3070203,2005,,,established,Coordinates are approximate.,Personal communication,,,Freshwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164585,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,GA,Pierce,pond in the Alabaha River floodplain just downstream of Rt. 84 crossing over the river (under a railroad trestle),31.31534,-82.22575,reported,Accurate,Satilla,3070201,2005,7,28,established,Twenty-four egg masses removed. Over 30 egg masses were documented the week prior.,Personal communication,,,Freshwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164586,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,GA,Pierce,a pond off US Highway 84 just off the Alabaha River,31.31534,-82.22575,reported,Accurate,Satilla,3070201,2005,7,,established,Specimens were alive when collected. Adults and egg masses present as early as January 2005.,Personal communication,,,Freshwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252725,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,GA,Pierce,ponds on private property in Blackshear,31.3206,-82.2398,reported,Accurate,Satilla,3070201,2005,7,,established,Two ponds and a beaver pond infested.,Personal communication,,,Freshwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643604,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,GA,Pierce,Alabaha River mainstem in Blackshear,31.31527,-82.22518,reported,Accurate,Satilla,3070201,2011,,,established,,Literature,,,Freshwater,26874,Thesis or Dissertation,2014,"Robertson, S.M.",Potential threats of the exotic apple snail <em>Pomacea insularum </em>to aquatic ecosystems in Georgia and Florida.,University of Georgia,"Athens, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283642,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,GA,Pierce,a pond off US Highway 84 just off the Alabaha River,31.31534,-82.22575,reported,Accurate,Satilla,3070201,2011,,,established,,Literature,,,Freshwater,24723,Report,2012,"Wilde, S., R. Haynie, S. Robertson, J. Byers, B. McDowell, and L. Pintor.",Spread and ecological impacts of the invasive Island apple snail (<em>Pomacea insularum</em>).,Georgia Department of Natural Resources Research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283644,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,GA,Thomas,Ochlockonee River mainstem just S of HWY 3/300,30.9244,-83.99967,reported,Accurate,Upper Ochlockonee,3120002,2010,,,established,,Literature,,,Freshwater,24723,Report,2012,"Wilde, S., R. Haynie, S. Robertson, J. Byers, B. McDowell, and L. Pintor.",Spread and ecological impacts of the invasive Island apple snail (<em>Pomacea insularum</em>).,Georgia Department of Natural Resources Research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643599,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,GA,Thomas,Ochlockonee River and in a pond connected to the river,30.92652,-83.99773,reported,Accurate,Upper Ochlockonee,3120002,2011,9,8,established,Observed 3 egg masses in the pond that connects to the river and 1 egg mass in the main channel of the river on a tree trunk.,Personal communication,,,Freshwater,26874,Thesis or Dissertation,2014,"Robertson, S.M.",Potential threats of the exotic apple snail <em>Pomacea insularum </em>to aquatic ecosystems in Georgia and Florida.,University of Georgia,"Athens, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935425,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,LA,Acadia,"Mermentau River, main channel, SSW of Silverwood",30.17286,-92.60937,reported,Accurate,Mermentau,8080202,2015,11,23,established,4 eggs masses counted along 480 meter transect of the canal,Personal communication,,,Freshwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935424,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,LA,Acadia,Mermentau River on N edge of large island SSW of Silverwood,30.17512,-92.60911,reported,Accurate,Mermentau,8080202,2015,11,23,established,8 eggs masses counted along 316 meter transect of the canal,Personal communication,,,Freshwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322549,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,LA,Acadia,"Mermentau River, main channel, SSW of Silverwood",30.17286,-92.60937,reported,Accurate,Mermentau,8080202,2016,,,established,,Literature,,,Freshwater,29089,Report,2016,Louisiana Department of Wildlife and Fisheries.,"Louisiana - Aquatic Invasive Species report to GSARP, April 2016",Louisiana Department of Wildlife and Fisheries,"Baton Rouge, LA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1447349,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,LA,Acadia,Acadia Parish,30.26685,-92.365871,US Census Bureau,Centroid,Calcasieu-Mermentau,8080200,2018,2,12,established,,Literature,,,Freshwater,31095,News,2018,Advocate staff report,Invasive snail found in Acadiana crawfish pond; pest also poses threat to rice plants,The Acadiana Advocate,"Baton Rouge, LA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615265,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,LA,Ascension,Bayou Manchac at Camp Dr and Broussard Rd,30.34575,-90.96797,reported,Accurate,Amite,8070202,2013,10,28,established,"""...eggs and adults in the drainages leading to it.""",Personal communication,,,Freshwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322547,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,LA,Cameron,Lacassine National Wildlife Refuge Pool,29.976944,-92.966309,Map derived,Approximate,Mermentau,8080202,2016,,,established,,Literature,,,Freshwater,29089,Report,2016,Louisiana Department of Wildlife and Fisheries.,"Louisiana - Aquatic Invasive Species report to GSARP, April 2016",Louisiana Department of Wildlife and Fisheries,"Baton Rouge, LA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1464345,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,LA,East Baton Rouge,LSU Golf Course,30.3995,-91.1847,Map derived,Approximate,Amite,8070202,2016,9,12,established,egg masses are near the top of the bridge,Personal communication,,,Freshwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167927,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,LA,Jefferson,Verret Canal in Gretna,29.8882613,-90.044515,GNIS,Accurate,East Central Louisiana Coastal,8090301,2006,,,established,,Personal communication,,,Freshwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322428,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,LA,Jefferson Davis,Lake Arthur,30.06665,-92.69694,reported,Accurate,Mermentau,8080202,2016,9,26,established,,Personal communication,,,Freshwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335210,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,LA,Jefferson Davis,Mermentau River,30.16861,-92.6148,reported,Accurate,Mermentau,8080202,2016,10,23,established,"Visual on snails, abandoned shells, and eggs.",NAS sighting report,,,Freshwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902626,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,LA,Jefferson Davis,Mermentau River approximately two miles south of the US Hwy 90 bridge at the Acadia-Jeff Davis Parish line,30.17671,-92.61124,reported,Accurate,Mermentau,8080202,2015,11,23,established,108 eggs masses counted.,Personal communication,,,Freshwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935426,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,LA,Jefferson Davis,Mermentau River at canal at the end of Hwy 3166,30.16051,-92.61031,reported,Accurate,Mermentau,8080202,2015,11,23,established,1 eggs masses counted along 838 meter transect of the canal,Personal communication,,,Freshwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935423,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,LA,Jefferson Davis,Mermentau River at small canal just East of Bruce Ln,30.1781,-92.61008,reported,Accurate,Mermentau,8080202,2015,11,23,established,108 eggs masses counted along 831 meter transect of the canal,Personal communication,,,Freshwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1447372,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,LA,Lafayette,Ditch by intersection of Johnston Street and Duhon Road,30.16712,-92.084,reported,Accurate,Vermilion,8080103,2017,12,30,established,,Personal communication,,,Freshwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1468955,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,LA,Lafayette,"Cajundome Blvd., Lafayette, LA",30.22754,-92.0466,reported,Accurate,Vermilion,8080103,2018,8,22,unknown,,NAS sighting report,,,Freshwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1473595,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,LA,Lafayette,Ditch at Judice Park,30.16136,-92,reported,Accurate,Vermilion,8080103,2018,9,8,unknown,6 egg masses,Personal communication,,,Freshwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263470,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,LA,Lafayette,"a pond in Girard Park, Lafayette",30.2057,-92.0198,reported,Accurate,Vermilion,8080103,2009,9,28,established,Eggs masses were destroyed.,Personal communication,,,Freshwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322435,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,LA,Lafourche,Ditch near Gulf Intracoastal Waterway.,29.58074,-90.3795,reported,Accurate,East Central Louisiana Coastal,8090301,2016,10,7,established,Apple Snails laying eggs.,NAS sighting report,,,Freshwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878142,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,LA,Orleans,bayou at S end of New Orleans City Park near City Park Ave and Anseman Ave,29.98437,-90.09873,reported,Accurate,Eastern Louisiana Coastal,8090203,2015,9,15,established,"""Conspicuous bright pink egg clusters. Some cypress knees had perhaps 5 clusters, but the distribution was uneven and others had none. Easily saw 100+ clusters...""",Personal communication,,,Freshwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322548,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,LA,Pointe Coupee,on Atchafalaya near Krotz Springs,30.5384,-91.74432,Map derived,Approximate,Atchafalaya,8080101,2016,,,established,,Literature,,,Freshwater,29089,Report,2016,Louisiana Department of Wildlife and Fisheries.,"Louisiana - Aquatic Invasive Species report to GSARP, April 2016",Louisiana Department of Wildlife and Fisheries,"Baton Rouge, LA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401662,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,LA,Pointe Coupee,False River [quarter mile stretch from Highway 413],30.60703,-91.39846,reported,Accurate,Lower Grand,8070300,2017,5,13,established,,Personal communication,,,Freshwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1474287,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,LA,St. Charles,"Canal on Primrose Drive, Mimosa Park",29.90105,-90.37142,Map derived,Approximate,East Central Louisiana Coastal,8090301,2018,10,2,unknown,,Literature,,,Freshwater,32125,News,2018,"Dudley, P.",Apple Snails and their eggs spotted in Luling neighborhood,4WWL,"New Orleans, LA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283335,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,LA,St. John the Baptist,Road side ditch along Shadowbrook Lane,30.0515,-90.46539,reported,Accurate,Lake Maurepas,8070204,2012,5,13,established,"""Road side ditch along Shadowbrook Lane. Dozens of egg cases and one adult snail.""",Personal communication,,,Freshwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283336,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,LA,St. John the Baptist,Road side ditch along Louisiana Drive.,30.05284,-90.46485,reported,Accurate,Lake Maurepas,8070204,2012,5,13,established,"""Road side ditch along Shadowbrook Lane. Dozens of egg cases and one adult snail.""",Personal communication,,,Freshwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283352,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,LA,St. John the Baptist,Pump house on HWY 61,30.05225,-90.45819,reported,Accurate,Lake Maurepas,8070204,2012,5,13,established,"""Eggs and 2 adults...""",Personal communication,,,Freshwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401663,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,LA,St. John the Baptist,Intersection of Alligator Bayou and Blind River,30.21301,-90.61154,reported,Accurate,Lake Maurepas,8070204,2017,5,15,unknown,,Personal communication,,,Freshwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862535,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,LA,St. Landry,marsh area just SE of Port Barre,30.53333,-91.91667,reported,Accurate,Bayou Teche,8080102,2015,7,8,established,,Personal communication,,,Freshwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322550,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,LA,St. Martin,Atchafalaya River Basin in Bayou Mystic Crew (upper portion),29.86764145,-91.29799652,Map derived,Accurate,Atchafalaya,8080101,2016,,,established,,Literature,,,Freshwater,29089,Report,2016,Louisiana Department of Wildlife and Fisheries.,"Louisiana - Aquatic Invasive Species report to GSARP, April 2016",Louisiana Department of Wildlife and Fisheries,"Baton Rouge, LA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417471,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,LA,St. Tammany,USGS-WARC Lafayette study site. Brackish Marsh in Pearl River WMA,30.18295,-89.5894,reported,Accurate,Lower Pearl,3180004,2017,7,27,established,Found at study site in the Pearl river wma. lots of snail shells found with wrack of water hyacinth. hyacinth has washed up during recent high water event. fresh egg masses in wrack. no live snails seen.,NAS sighting report,,,Brackish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418916,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,LA,St. Tammany,"Bayou Castine, at a marina",30.35203,-90.0484,reported,Accurate,Liberty Bayou-Tchefuncta,8090201,2017,9,10,established,,NAS sighting report,,,Freshwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253374,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,LA,St. Tammany,ponds in a Mandeville subdivision off Hwy 1088,30.380053,-90.040029,Map derived,Accurate,Liberty Bayou-Tchefuncta,8090201,2008,7,3,established,Present in both ponds. Lots of egg masses observed.,Personal communication,,,Freshwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785556,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,LA,St. Tammany,ditch near culverts along S Military Rd,30.26351,-89.72124,reported,Accurate,Lower Pearl,3180004,2014,10,30,established,,Personal communication,,,Freshwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806551,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,LA,St. Tammany,"Bayou Castine, at a marina",30.35203,-90.0484,reported,Accurate,Liberty Bayou-Tchefuncta,8090201,2015,3,21,unknown,,Personal communication,,,Freshwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615298,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,LA,Terrebonne,channel between Lake Penchant and Lake de Cade,29.41701,-90.89708,reported,Accurate,West Central Louisiana Coastal,8090302,2013,10,,established,Eggs masses present. See voucher photos.,Personal communication,,,Freshwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261553,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,LA,Terrebonne,drainage ditches next to Thibodaux Municipal Airport at a bend in Horseshoe Road on either side of a manmade levee,29.7472,-90.8314,reported,Accurate,West Central Louisiana Coastal,8090302,2009,5,24,established,Many egg cases observed. See voucher photo.,Personal communication,,,Freshwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1447382,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,LA,Terrebonne,"Roadside ditch near Bayou Black in Terrebone Parish, LA",29.66507,-91.02196,Map derived,Approximate,West Central Louisiana Coastal,8090302,2016,,,established,,Literature,,,Freshwater,31116,Journal Article,2016,"Deaton, L. E., Schmidt, W., Leblanc, B., Carter, J., Mueck, K., and S. Merino",Physiology of the invasive apple snail Pomacea maculata: tolerance to low temperatures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242655,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,LA,Terrebonne,a swamp ~4 km east of Chacahoula on HWY 20,29.72942,-90.85624,reported,Accurate,West Central Louisiana Coastal,8090302,2008,1,16,established,"Several empty shells, a live specimen, and an egg mass were collected. DNA sample sent out for positive identification.",Personal communication,,,Freshwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1447379,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,LA,Terrebonne,Mandalay National Wildlife Refuge,29.53972,-90.81722,reported,Accurate,West Central Louisiana Coastal,8090302,2017,1,,established,Evidence that these are sites where predators are processing Apple Snails,Literature,,,Freshwater,30615,Journal Article,2017,"Carter, J., S. Merino, D. Prejean, and G. LaFleur, Jr.",Observations of raccoon <em>(Procyon lotor)</em> predation on the invasive Maculata apple snail <em>(Pomacea maculata)</em> in southern Louisiana.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1447380,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,LA,Terrebonne,Chacahoula off-ramp of Louisiana Highway 90,29.70806,-90.90139,reported,Accurate,West Central Louisiana Coastal,8090302,2017,1,,established,Evidence that these are sites where predators are processing Apple Snails,Literature,,,Freshwater,30615,Journal Article,2017,"Carter, J., S. Merino, D. Prejean, and G. LaFleur, Jr.",Observations of raccoon <em>(Procyon lotor)</em> predation on the invasive Maculata apple snail <em>(Pomacea maculata)</em> in southern Louisiana.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417487,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,LA,Vermilion,A pump stations sump pond on the Vermilion River south of Palmetto Island State Park,29.8225,-92.12417,reported,Accurate,Vermilion,8080103,2017,7,31,established,"Brought two snails (a mating pair) as proof. Saw egg masses, so reproducing population.",Personal communication,,,Freshwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615271,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,MS,Jackson,constructed wetland water treatment pond at West Jackson County Land Treatment Facility,30.50341,-88.79639,reported,Accurate,Mississippi Coastal,3170009,2013,9,23,established,Eggs masses present. See voucher photos.,Personal communication,,,Freshwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
